"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"May 1, 2024 5:13:44 PM PDT","20295220381","Order","111-3649800-5933018","RA-MLEJ-NWM8","Ultrasonic Pest Repeller (6 Packs) - Indoor Mice Repellent - Pest Repellent Plug in - Electronic Plug in Indoor Sonic Repellent for Mosquitoes, Cockro","1","amazon.com","Amazon","CARY PLT","ME","04471-3017","MarketplaceFacilitator","50.00","2.75","0","0","0","0","0","0","0","0","-2.75","-7.50","-4.15","0","0","38.35"
"May 6, 2024 8:48:38 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.95","-3.95"
"May 6, 2024 8:48:43 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:48:46 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:48:50 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:48:58 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.95","-3.95"
"May 6, 2024 8:49:02 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:49:10 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:49:13 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15.80","-15.80"
"May 6, 2024 8:49:22 AM PDT","20295220401","FBA Inventory Fee","240502KIR","","FBA Removal Order: Return Fee","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.95","-3.95"
